idx,transcript,true_keywords,num_true,best_true_rank,worst_true_rank,recall_at_1,recall_at_3,recall_at_6,recall_at_12,cb_pool_recall,prompt_recall,rescore_recall,cb_pool_size,prompt_size,rescore_size,top12_keywords,prompt_keywords,rescore_keywords
412,北京市体育局副局长孙学才宣布比赛开幕,北京市体育局,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,北京市体育局|渝武|朱某|吴雯|董某|彼得|瓯文|黄榕|邬雄|今久|杨扬|名古屋,北京市体育局,北京市体育局|渝武|朱某|吴雯
413,并邀请京城排球界全部媒体参加报道,京城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,京城|新城|彼得|权义|吴雯|瓯文|朱某|陈嘉宝|今久|胡琦|董某|金坛,京城,京城|新城|瓯文|陈嘉宝
414,因参演剧集殭而与陈嘉宝及赖慰玲成为好姐妹,赖慰玲|陈嘉宝,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,赖慰玲|陈嘉宝|威灵|许玮甯|李嘉诚|李伟豪|贩婴|成志教育|陈露|瓯文|吴雯|张贵林,赖慰玲|陈嘉宝|威灵,赖慰玲|陈嘉宝|威灵|李伟豪|陈定
415,陈嘉宝昨天六月二十三日将大合照上传个人主页,陈嘉宝,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,陈嘉宝|祖耶夫|赵宏|吴雯|董某|瓯文|彼得|大韩|渝武|新京报|平阳|李嘉诚,陈嘉宝,陈嘉宝|祖耶夫|赵宏|吴雯|大韩
416,除了看见陈嘉宝及赖慰玲外,赖慰玲|陈嘉宝,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,陈嘉宝|赖慰玲|威灵|吴雯|重庆|瓯文|吉娜|陈定|朱某|张贵林|李伟豪|渝武,陈嘉宝|赖慰玲|威灵,陈嘉宝|赖慰玲|威灵|吴雯|重庆
417,亮点正是与陈凯琳互相了解中郑嘉颖也有出席,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,2,9,郑嘉颖|邬雄|李洁|吴雯|科林|张贵林|哈灵|刘家义|张锦麟|董某|哈立|颜妮,郑嘉颖|邬雄,郑嘉颖|邬雄|李洁|吴雯|科林|张贵林|哈灵|董某|渭镇
418,陈凯琳田心妮等出席新剧开机机仪式,田心妮,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,1,8,田心妮|张贵林|科林|李氏|钟欣|张锦麟|哈灵|哈立|陈观鑫|彼得|吴雯|陕西,田心妮,田心妮|张贵林|科林|李氏|钟欣|张锦麟|陈观鑫|陕西
419,谈及此前她曾到横店探班郑嘉颖,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,郑嘉颖|韩籍|佟健|吴雯|颜妮|黄榕|哈灵|温岭|渝武|银联|瓯文|朱某,郑嘉颖|韩籍,郑嘉颖|韩籍|佟健|银联
420,昨晚张保仔播映大结局故演员齐集饭局以及庆祝,张保仔,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,张保仔|袁两|马云|瓯文|吴雯|董某|龙湾|渝蓉|南粤|广安|杨扬|贩婴,张保仔,张保仔|袁两|马云|银联
421,一直传他跟洪永城不和,洪永城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,洪永城|平昌|彼得|黄榕|京城|渝武|龙湾|吴雯|王颖春|孔磊|大禹村|瓯文,洪永城,洪永城|平昌|彼得|黄榕|孔磊
422,温岭鞋厂倒塌事故已一四人遇难鞋厂老板被控制,温岭,1,3,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4,1,4,威灵|科林|温岭|孔磊|哈灵|张林|吴雯|吉娜|黄榕|董某|瓯文|王婷,威灵,威灵|科林|孔磊|哈灵
423,新京报快讯记者杨锋七月四日下午四时零八分,杨锋|新京报,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,杨锋|新京报|金报讯|金陵晚报|彼得|吴雯|金坛|董某|成飞|杨扬|渝武|瓯文,杨锋|新京报|金报讯,杨锋|新京报|金报讯|金陵晚报|彼得
424,浙江台州温岭市一一零指挥中心接警称,温岭,1,10,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,2,5,钟欣|威灵|谢依霖|李氏|吴雯|京城|董某|银联|湛江|温岭|彼得|温州市域,钟欣|威灵,钟欣|威灵|谢依霖|李氏|银联
425,新京报记者从温岭市政府新闻办获悉,温岭|新京报,2,1,7,0.5,0.5,0.5,1.0,0.5,0.5,0.5,5,3,5,新京报|威灵|金报讯|金陵晚报|李氏|胡琦|温岭|奇冰|西安|吉娜|吴雯|黄欣晨报,新京报|威灵|金报讯,新京报|威灵|金报讯|金陵晚报|李氏
426,前往温州龙湾万达广场游玩的市民,龙湾,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,龙湾|吴雯|渝武|广安|彼得|黎胜明|瓯文|二瓦特|荆州|渤海湾|王巍|董某,龙湾,龙湾|吴雯|渝武|渤海湾
427,温州网八月二十七日讯记者项锐见习记者黄梦思,项锐,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,项锐|荆州|彼得|黄榕|徐建德|张萌|吴雯|董某|王靖苏|广安|马云|渝武,项锐|荆州,项锐|荆州|彼得|黄榕|徐建德|王靖苏
428,金报讯记者蓝莹九月一一日上午,蓝莹|金报讯,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,金报讯|蓝莹|谢依霖|瓯文|董某|彼得|新京报|吴雯|马云|郎平|章某|黄榕,金报讯|蓝莹,金报讯|蓝莹|谢依霖|彼得|新京报
429,温州一住持被免政协委员遭准儿媳举报娶妻开路虎,政协,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,政协|荆州|董某|吴雯|胡琦|朱某|瓯文|温州政协|渭镇|渝武|礼贤镇|徐濠,政协,政协|荆州|吴雯|胡琦
430,关于中国嵩山少林寺方丈齐永信的举报风波尚未停歇,嵩山,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,嵩山|胡琦|广安|吴雯|胡枫|朱某|钟欣|周峰|瓯文|重庆|奇高市|渝蓉,嵩山,嵩山|胡琦|广安|吴雯|朱某
431,位于温州苍南龙港镇水门村的一个仓库发生火灾,苍南龙港镇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,苍南龙港镇|黄榕|永宁镇|马云|荆州|吴雯|彼得|瓯文|渝武|董某|邬雄|温岭,苍南龙港镇,苍南龙港镇|黄榕|永宁镇|吴雯|渭镇
432,温州永嘉县桥下镇吴山村的潘老伯一家六口,桥下镇,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,桥下镇|土桥镇|邬雄|渝武|吴雯|王颖春|荆州|李家|瓯文|拓朗|董某|彼得,桥下镇,桥下镇|土桥镇|邬雄|渝武|吴雯|王颖春
433,伟嘉安捷提供数据显示,伟嘉安捷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,伟嘉安捷|李家|韩籍|吴雯|玮甯|彼得|瓯文|李洁|银联|黄榕|渝武|温岭,伟嘉安捷,伟嘉安捷|李家|韩籍|玮甯|银联
434,在自愿基础上组建联合社,联合社,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,联合社|吴雯|瓯文|彼得|银联|玮甯|黄榕|颜妮|董某|温岭|渝武|威灵,联合社,联合社|吴雯|瓯文|黄榕
435,实施一村一品强村富民工程,一村一品强村,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,一村一品强村|彼得|吴雯|平昌|瓯文|董某|杨扬|渝武|平阳|大禹村|邬雄|钟落潭竹一村民,一村一品强村,一村一品强村|平昌|瓯文|朱某
436,苹果市场价值达到七千亿美元刚刚过去几个月,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|名古屋|马云|瓯文|彼得|吴雯|胡琦|朱某|董某|渝武|黄榕|李氏,苹果,苹果|名古屋|瓯文|彼得
437,那么苹果能突破一万亿大关吗,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|广安|平阳|郎平|瓯文|黄榕|名古屋|皮特|吴雯|吉娜|故宫,苹果,苹果|彼得|广安|瓯文
438,苹果公司上次发布全新产品是在五年以前,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,苹果|常平|故宫|彼得|吴雯|瓯文|名古屋|波斯|德国|邬迪|董某|麦德公司,苹果|常平,苹果|常平|故宫|彼得|瓯文
439,苹果的目标股价也开始相应地上涨,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|名古屋|吴雯|瓯文|董某|渝武|黄榕|今久|吉娜|平阳|邬迪,苹果,苹果|彼得|名古屋|瓯文
440,苹果的市值可能将突破万亿美元,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|马云|名古屋|吴雯|瓯文|贩婴|黄榕|李氏|董某|渝武|平阳,苹果,苹果|彼得|马云|瓯文
441,中国电力科学研究院高级工程师邬雄表示,邬雄,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,邬雄|科林|吴雯|陈势安|董某|渝蓉|彼得|瓯文|朱某|胡枫|渝武|故宫,邬雄|科林,邬雄|科林|吴雯|陈势安|朱某
442,高清图女排凯旋郎平受热捧,郎平,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,郎平|彼得|吴雯|平阳|胡琦|王婷|渝武|瓯文|朱某|董某|土桥镇|垦区,郎平,郎平|彼得|平阳|胡琦
443,主教练郎平训练结束后通知她的,郎平,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,郎平|袁两|吴雯|姊弟恋|彼得|董某|渝武|瓯文|宾虚|平阳|佟健|佟继萍,郎平,郎平|袁两|吴雯|董某
444,虽然知道惠若琪的心脏不太好,惠若琪,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,惠若琪|吉娜|今久|朴泰桓|荆州|吴雯|彼得|重庆|瓯文|黄榕|渝蓉|陕西,惠若琪,惠若琪|吉娜|朴泰桓|瓯文
445,洪永城还主动跟陈展鹏碰杯,洪永城,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,洪永城|黄榕|许胚|吴雯|渝武|彼得|平昌|陈势安|瓯文|今久|白鹏飞|董某,洪永城,洪永城|黄榕|吴雯|白鹏飞
446,问及男友郑嘉颖会不会介意这么性感,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,郑嘉颖|济南|湛江|张锦麟|陈嘉宝|张贵林|王晓宇|张林|哈灵|刘家义|瓯文|颜妮,郑嘉颖|济南,郑嘉颖|济南|湛江|张锦麟
447,她透露有些不懂的会问男友郑嘉颖,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,郑嘉颖|陈嘉宝|刘家义|瓯文|钟欣|彼得|吴雯|颜妮|哈灵|拓朗|董某|渝武,郑嘉颖,郑嘉颖|陈嘉宝|刘家义|湛江
448,温州一网友造谣苏迪罗登陆期间水库崩塌被拘,苏迪罗,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,苏迪罗|荆州|陆骑麟|李洁|彼得|罗宾|邬迪|渝武|吴雯|习友路|朱某|胡琦,苏迪罗,苏迪罗|荆州|陆骑麟|李洁|罗宾|邬迪
449,澎湃新闻八月一零日从浙江温州平阳警方获悉,平阳,1,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,5,谢依霖|吉娜|胡琦|朱某|渝武|董某|彼得|吴雯|今久|波斯|奇冰|荆州,谢依霖,谢依霖|吉娜|胡琦|朱某|董某
450,因在台风苏迪罗登陆期间在网络散布水库崩塌谣言,苏迪罗,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苏迪罗|黄榕|吴雯|朱某|彼得|胡枫|宋芳|颜妮|陆骑麟|陈露|瓯文|董某,苏迪罗,苏迪罗|吴雯|朱某|胡枫
451,此前温州政协委员连续两届提出要求整治垃圾污染问题,温州政协|政协,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,政协|温州政协|刘澄|吴雯|董某|渝武|渭镇|彼得|黄榕|朱某|瓯文|马云,政协|温州政协,政协|温州政协|刘澄|吴雯|渝武
452,本报讯记者范跃红通讯员瓯文为了卖相好,瓯文|范跃红,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,范跃红|瓯文|钟欣|吴雯|王巍|刘玮|威灵|彼得|黄榕|马云|孔磊|董某,范跃红|瓯文,范跃红|瓯文|钟欣|吴雯|威灵|孔磊
453,浙江温州乐清七五岁的企业家虞一杰退休之后,虞一杰,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,虞一杰|李洁|银联|梅姐|吴雯|彼得|庞清|董某|瓯文|邬雄|渝武|荆州,虞一杰,虞一杰|李洁|银联|梅姐
454,这是富林愚老人发自内心的一句话,富林愚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,富林愚|贩婴|彼得|渝蓉|渝武|吴雯|董某|瑞银|科林|大兴|威灵|哈立,富林愚,富林愚|贩婴|董某|孔磊
455,当事水产摊贩已退还郑女士一零零元购虾款,郑女士,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,4,8,郑女士|哈灵|张林|威灵|张女士|李氏|谢依霖|滕女士|彼得|西安|吴雯|渝武,郑女士|哈灵|张林|威灵,郑女士|哈灵|张林|威灵|张女士|李氏|谢依霖|滕女士
456,温州医生夫妇贩婴被批捕女儿欲捐款替父赎罪,贩婴,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,贩婴|龟趺|希饭|吴雯|瓯文|彼得|李洁|蓝莹|董某|黄榕|渝武|荆州,贩婴,贩婴|龟趺|希饭|朱某
457,继陕西富平妇产科医生张淑侠因贩卖婴儿被判刑之后,富平|张淑侠|陕西,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,陕西|张淑侠|富平|邬雄|贩婴|广西|彼得|平阳|瓯文|甘肃|吴雯|朱圣祎,陕西|张淑侠|富平,陕西|张淑侠|富平|邬雄|平阳
458,满堂红链家市场研究部高级经理周峰透露,周峰,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,周峰|黄榕|吴雯|赵宏|董某|胡枫|瓯文|同策咨询研究部|彼得|朱某|武红利|渝武,周峰,周峰|吴雯|赵宏|同策咨询研究部
459,提升垦区现代农业发展水平,垦区,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,垦区|平昌|平阳|吴雯|渝武|彼得|董某|瓯文|朱某|黄榕|苹果|南粤,垦区,垦区|平昌|吴雯|渝武
460,业界首次开始认真讨论苹果市值晋升万亿大关的潜力,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|瓯文|名古屋|董某|李洁|王颖春|渝武|平阳|广安|黄榕,苹果,苹果|彼得|瓯文|名古屋
461,苹果股票价格创下历史新高,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|陕西|广西|名古屋|吴雯|彼得|瓯文|渝武|董某|钟欣|李氏|迟名常鑫,苹果,苹果|名古屋|吴雯|瓯文
462,苹果市值超过七千亿美元,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|马云|瓯文|吴雯|名古屋|彼得|朱某|董某|平阳|渝武|袁两|广安,苹果,苹果|马云|瓯文|吴雯
463,那么苹果市价约为七四四十亿美元,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,苹果|马云|保山市|奇高市|董某|兰州市|渝武|郎平|吴雯|瓯文|奇冰|胡琦,苹果,苹果|马云|保山市|奇高市|董某|渝武
464,苹果对电动汽车表现出的浓厚兴趣,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,苹果|韩国队|吴雯|德郭队|瓯文|董某|彼得|陈定|黄榕|广安|平阳|朱某,苹果,苹果|韩国队|吴雯|德郭队|瓯文|董某
465,苹果将继续向股东返还现金,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|名古屋|瓯文|彼得|故宫|黄榕|董某|平阳|朱某|渝武|玮甯,苹果,苹果|吴雯|名古屋|瓯文
466,这些力量的结合将会推动苹果的市盈率大幅上正,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|喻莉|徐云丽|彼得|瓯文|西安|董某|渝武|名古屋|广安|陕西,苹果,苹果|吴雯|徐云丽|瓯文
467,苹果公司的市价将突破一万亿美金大关,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|湛江|广安|中国游戏公司|包尔江|瓯文|蚌飞市|麦德公司|奇高市|名古屋,苹果,苹果|彼得|广安|瓯文
468,苹果在成长为万亿美元市场的巨无霸之前,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|马云|瓯文|彼得|名古屋|董某|渝武|乌守保|朱某|胡枫|今久,苹果,苹果|吴雯|马云|瓯文
469,苹果公司现在已将约三百万的原始订单削减了一半,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|故宫|彼得|瓯文|渝武|董某|麦德公司|中国游戏公司|黄榕|朱某|苹果晋身道指,苹果,苹果|吴雯|故宫|瓯文
470,苹果作为消费数码产品的公司是否具备造车能力,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,苹果|常平|李氏|王晓飞|吴雯|彼得|温岭|董某|朱某|麦德公司|瓯文|平阳,苹果|常平,苹果|常平|李氏|王晓飞|温岭
471,目前大部分华尔街分析师们都对苹果的未来保持乐观,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|龙湾|广安|吴雯|名古屋|彼得|渝武|胡琦|瓯文|董某|故宫|黄榕,苹果,苹果|龙湾|吴雯|渝武
472,苹果市场价值达到七千亿美元刚刚过去几个月,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|马云|瓯文|吴雯|彼得|董某|渝武|朱某|李氏|吉娜|名古屋|黄榕,苹果,苹果|马云|瓯文|吴雯
473,苹果能否摆脱王者魔咒,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|彼得|名古屋|瓯文|董某|朱某|渝武|广安|平阳|邦德|黄榕,苹果,苹果|吴雯|名古屋|瓯文
474,苹果晋身道指固属众望所归,苹果晋身道指|苹果,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,苹果晋身道指|苹果|吴雯|彼得|瓯文|名古屋|董某|韩国平昌|今久|广安|渝武|平阳,苹果晋身道指|苹果,苹果晋身道指|苹果|吴雯|名古屋
475,而苹果得以顺利跻身道指,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|苹果晋身道指|郎导|吴雯|晋吉岛|瓯文|名古屋|董某|华商报讯|彼得|渝武|朱某,苹果,苹果|苹果晋身道指|吴雯|名古屋
476,苹果固然不会因此而升格,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|彼得|吴雯|瓯文|萨维申科|名古屋|董某|渝武|朱某|广安|普鲁申科|黄榕,苹果,苹果|彼得|瓯文|名古屋
477,老毕于跟苹果押注太阳能一文问过大家,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|吴雯|罗宾|渝武|董某|彼得|温岭|瓯文|广安|平阳|朱某|黄榕,苹果,苹果|吴雯|渝武|董某
478,苹果股价在说不准的时间内有望上升三成,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,苹果|渝武|瓯文|吴雯|名古屋|彼得|董某|平阳|朱某|广安|玮甯|胡琦,苹果,苹果|渝武|吴雯|名古屋
479,若定苹果第三期发育的立场已呼之欲出,苹果,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1,6,苹果|罗宾|郎平|马云|喻莉|贩婴|吴雯|常平|瓯文|彼得|哈立|胡琦,苹果,苹果|罗宾|郎平|马云|喻莉|贩婴
480,手机辐射的比吸收率最高限值为二瓦特每千克,二瓦特,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,二瓦特|吴雯|维斯多尔|渝武|董某|瓯文|黄榕|广安|邬雄|彼得|胡琦|朱某,二瓦特,二瓦特|吴雯|渝武|朱某
481,小天才电话手表辐射远小于国家标准二瓦特每千克,二瓦特,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,二瓦特|王晓宇|吴雯|瓯文|渝武|董某|广安|邦德|马克黄|彼得|富平|黄榕,二瓦特,二瓦特|王晓宇|吴雯|拉斐尔
482,由郎平挂帅的中国女排在名古屋赛区,名古屋|郎平,2,1,3,0.5,1.0,1.0,1.0,1.0,1.0,1.0,7,3,7,郎平|王婷|名古屋|常平|吴雯|罗宾|渝武|张林|邬雄|苹果|张保仔|瓯文,郎平|王婷|名古屋,郎平|王婷|名古屋|常平|吴雯|罗宾|渝武
483,而主教练郎平则在全面性方面对大家做了更多要求,郎平,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,郎平|王婷|杨幼萍|常平|罗宾|吴雯|宋芳|瓯文|董某|彼得|渝武|黄榕,郎平|王婷,郎平|王婷|杨幼萍|常平|罗宾|吴雯
484,以前接触比较多的巴西队速度也很快,巴西队,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,巴西队|李洁|波斯|广西|吴雯|瓯文|彼得|哈灵|陕西|哈立|董某|朱某,巴西队,巴西队|李洁|波斯|广西|瓯文
485,接下来中国女排将转战名古屋,名古屋,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,名古屋|吴雯|瓯文|张林|德国|渝武|彼得|朱某|广安|董某|许胚|故宫,名古屋,名古屋|吴雯|瓯文|德国
486,广州日报社记者许胚日前,许胚,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,4,许胚|广东|吴雯|瓯文|彼得|广西|渝武|审计署|董某|玮甯|黄榕|平阳,许胚|广东,许胚|广东|吴雯|广西
487,在英格兰多塞特群的波维顿坦克博物馆,波维顿坦克博物馆,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,波维顿坦克博物馆|瓯文|吴雯|渝武|广安|刘玮|波斯|董某|达维斯多尔|威灵|彼得|王巍,波维顿坦克博物馆,波维顿坦克博物馆|瓯文|吴雯|渝武|广安
488,陈凯琳的心被郑嘉颖成功俘虏,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,郑嘉颖|渭镇|张贵林|张锦麟|科林|吴雯|湛江|刘家义|哈灵|朱某|哈立|大兴,郑嘉颖|渭镇,郑嘉颖|渭镇|张贵林|张锦麟|大兴
489,更是郑嘉颖愿意公开承认的女友,郑嘉颖,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,郑嘉颖|吴雯|彼得|渝武|陈嘉宝|哈灵|瓯文|董某|郑女士|张锦麟|故宫|刘家义,郑嘉颖,郑嘉颖|吴雯|陈嘉宝|郑女士
490,不过二人因给陈嘉宝把生日合照在网上公开才泄露恋情,陈嘉宝,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,1,5,陈嘉宝|瑞银|瓯文|朱某|渝武|彼得|李嘉诚|吴雯|故宫|董某|广安|平阳,陈嘉宝,陈嘉宝|瑞银|瓯文|朱某|彼得
491,对此陈凯琳没有怪责陈嘉宝,陈嘉宝,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,1,7,陈嘉宝|哈立|科林|张贵林|李嘉诚|张锦麟|哈灵|吴雯|李子成|瓯文|董某|渝武,陈嘉宝,陈嘉宝|哈立|科林|张贵林|李嘉诚|张锦麟|李子成
492,东越花苑不少商铺都关门转租记者谢国林摄,东越花苑,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,东越花苑|吴雯|瓯文|南粤|广安|邬雄|渝武|彼得|董某|马云|叶乔波|李氏,东越花苑,东越花苑|瓯文|广安|朱某
493,金报讯记者蓝莹还记得小温吗,蓝莹|金报讯,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,2,5,金报讯|蓝莹|彼得|郎平|董某|吴雯|马云|吉娜|瓯文|渝武|马来|平阳,金报讯|蓝莹,金报讯|蓝莹|彼得|郎平|瓯文
494,温州一四岁少年小温迷失莒溪大峡谷,莒溪大峡谷,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,莒溪大峡谷|董某|故宫|吴雯|荆州|渝武|彼得|杨扬|西安|吉娜|平阳|瓯文,莒溪大峡谷,莒溪大峡谷|董某|吴雯|朱某
495,温州市民郑女士在农贸市场购买了三只大虾,郑女士,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,3,7,郑女士|张女士|董某|朱某|兰州市|李氏|滕女士|吴雯|彼得|瓯文|吉娜|渝武,郑女士|张女士|董某,郑女士|张女士|董某|朱某|兰州市|李氏|滕女士
496,生活经验让郑女士起了疑心,郑女士,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,郑女士|张女士|滕女士|李氏|吴雯|彼得|吉娜|瓯文|胡琦|渝武|董某|平阳,郑女士|张女士|滕女士,郑女士|张女士|滕女士|李氏|董某
497,温州市域铁路将成为全国第一条城市交通铁路,温州市域,1,2,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6,2,6,兰州市|温州市域|荆州|温州市治堵办|成志教育|吴雯|滕女士|马云|渝武|陈势安|喻莉|北京市体育局,兰州市|温州市域,兰州市|温州市域|荆州|温州市治堵办|成志教育|吴雯
498,温州市治堵办的负责人表示,温州市治堵办,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,温州市治堵办|兰州市|温州市域|吴雯|曹志|荆州|渝武|彼得|董某|瓯文|平阳|张女士,温州市治堵办|兰州市|温州市域,温州市治堵办|兰州市|温州市域|吴雯|荆州
499,开水淋顾客的火锅店服务员朱某被依法批准逮捕,朱某,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,4,朱某|彼得|董某|张萌|吴雯|瓯文|黄榕|渝武|章某|平阳|玮甯|杨扬,朱某,朱某|彼得|董某|瓯文
500,温州昆明出现注胶虾产地均指向广东湛江,广东|湛江,2,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,5,3,5,广东|湛江|陈定|科林|广东省|吴雯|董某|渝武|广安|彼得|柯振东|朱某,广东|湛江|陈定,广东|湛江|陈定|科林|吴雯
501,且产地均指向广东省湛江市,广东|广东省|湛江,3,1,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,6,4,6,广东|湛江|广东省|陈定|吴雯|永宁镇|彼得|渝武|瓯文|董某|朱某|云南省,广东|湛江|广东省|陈定,广东|湛江|广东省|陈定|吴雯|渝武
